trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",20,0,-108.5702244527176,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
2,False,"{'a': 0.5, 'e': 1.0}",20,0,-75.21259902887593,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
3,False,"{'a': 0.5, 'e': 1.0}",20,10,-67.5503844064834,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 1}",1
4,False,"{'a': 0.5, 'e': 1.0}",25,0,-120.2336229673507,"{0: 12, 1: 5, 2: 7, 3: 0, 4: 1}",0
5,False,"{'a': 0.5, 'e': 1.0}",20,0,-72.01900859530946,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
6,False,"{'a': 0.5, 'e': 1.0}",20,0,-55.89931641956753,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
7,False,"{'a': 0.5, 'e': 1.0}",20,0,-84.02459657610777,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
8,False,"{'a': 0.5, 'e': 1.0}",20,0,-113.1480544945166,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
9,False,"{'a': 0.5, 'e': 1.0}",20,3,-88.81364436599009,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 1}",1
10,False,"{'a': 0.5, 'e': 1.0}",25,0,-106.02087156139433,"{0: 14, 1: 6, 2: 3, 3: 1, 4: 1}",0
11,False,"{'a': 0.5, 'e': 1.0}",25,0,-258.02511221725683,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 5}",0
12,False,"{'a': 0.5, 'e': 1.0}",20,0,-88.44046260235355,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
13,False,"{'a': 0.5, 'e': 1.0}",20,0,-75.58860776193184,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
14,False,"{'a': 0.5, 'e': 1.0}",30,0,-67.15336337999236,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
15,False,"{'a': 0.5, 'e': 1.0}",20,0,-48.40885814349555,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
16,False,"{'a': 0.5, 'e': 1.0}",25,0,-121.86566639099078,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
17,False,"{'a': 0.5, 'e': 1.0}",25,0,-199.386739374928,"{0: 13, 1: 3, 2: 4, 3: 2, 4: 3}",0
18,False,"{'a': 0.5, 'e': 1.0}",20,0,-137.54526760918856,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
19,False,"{'a': 0.5, 'e': 1.0}",25,0,-168.48012770603054,"{0: 11, 1: 6, 2: 5, 3: 1, 4: 2}",0
20,False,"{'a': 0.5, 'e': 1.0}",25,0,-153.87812655646087,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
21,False,"{'a': 0.5, 'e': 1.0}",30,0,-73.33539714356212,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 0}",0
22,False,"{'a': 0.5, 'e': 1.0}",20,0,-84.87094783820689,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
23,False,"{'a': 0.5, 'e': 1.0}",25,0,-63.71522720915909,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
24,False,"{'a': 0.5, 'e': 1.0}",30,0,-132.50516453941665,"{0: 14, 1: 5, 2: 9, 3: 2, 4: 0}",0
25,False,"{'a': 0.5, 'e': 1.0}",30,0,-71.6392232702837,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
26,False,"{'a': 0.5, 'e': 1.0}",25,0,-200.16329697256188,"{0: 12, 1: 3, 2: 6, 3: 1, 4: 3}",0
27,False,"{'a': 0.5, 'e': 1.0}",20,0,-155.05290333057133,"{0: 8, 1: 6, 2: 3, 3: 1, 4: 2}",0
28,False,"{'a': 0.5, 'e': 1.0}",25,0,-84.97158807095313,"{0: 13, 1: 5, 2: 6, 3: 1, 4: 0}",0
29,False,"{'a': 0.5, 'e': 1.0}",25,0,-135.05299180546592,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
30,False,"{'a': 0.5, 'e': 1.0}",30,0,-237.39093990679967,"{0: 16, 1: 4, 2: 5, 3: 1, 4: 4}",0
31,False,"{'a': 0.5, 'e': 1.0}",25,0,-179.5065180625168,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
32,False,"{'a': 0.5, 'e': 1.0}",25,0,-114.92885609714895,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
33,False,"{'a': 0.5, 'e': 1.0}",25,0,-202.07653000048768,"{0: 13, 1: 0, 2: 8, 3: 1, 4: 3}",0
34,False,"{'a': 0.5, 'e': 1.0}",20,0,-89.81904597947349,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
35,False,"{'a': 0.5, 'e': 1.0}",25,0,-152.49736698124002,"{0: 12, 1: 3, 2: 7, 3: 2, 4: 1}",0
36,False,"{'a': 0.5, 'e': 1.0}",30,1,-99.30911521152387,"{0: 17, 1: 6, 2: 5, 3: 0, 4: 1}",1
37,False,"{'a': 0.5, 'e': 1.0}",25,13,-39.94438092795375,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
38,False,"{'a': 0.5, 'e': 1.0}",20,0,-85.45811934528699,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
39,False,"{'a': 0.5, 'e': 1.0}",20,0,-123.84398874201588,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
40,False,"{'a': 0.5, 'e': 1.0}",25,0,-68.30349506137084,"{0: 15, 1: 5, 2: 4, 3: 1, 4: 0}",0
41,False,"{'a': 0.5, 'e': 1.0}",20,0,-102.19357894194418,"{0: 9, 1: 7, 2: 2, 3: 1, 4: 1}",0
42,False,"{'a': 0.5, 'e': 1.0}",30,0,-112.55124657361837,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",0
43,False,"{'a': 0.5, 'e': 1.0}",25,0,-195.07855294077035,"{0: 11, 1: 5, 2: 6, 3: 0, 4: 3}",0
44,False,"{'a': 0.5, 'e': 1.0}",25,0,-80.43809966795192,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
45,False,"{'a': 0.5, 'e': 1.0}",20,0,-102.24448560254899,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
46,False,"{'a': 0.5, 'e': 1.0}",20,0,-82.3466130796193,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
47,False,"{'a': 0.5, 'e': 1.0}",30,0,-180.62163857674835,"{0: 17, 1: 4, 2: 6, 3: 0, 4: 3}",0
48,False,"{'a': 0.5, 'e': 1.0}",20,0,-132.26367662983122,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
49,False,"{'a': 0.5, 'e': 1.0}",20,0,-131.26693468615562,"{0: 8, 1: 4, 2: 6, 3: 1, 4: 1}",0
50,False,"{'a': 0.5, 'e': 1.0}",20,0,-129.2813555709172,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
51,False,"{'a': 0.5, 'e': 1.0}",20,0,-142.35228739456238,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
52,False,"{'a': 0.5, 'e': 1.0}",35,0,-302.8773247057423,"{0: 19, 1: 6, 2: 3, 3: 1, 4: 6}",0
53,False,"{'a': 0.5, 'e': 1.0}",30,0,-191.23512190310845,"{0: 14, 1: 6, 2: 7, 3: 1, 4: 2}",0
54,False,"{'a': 0.5, 'e': 1.0}",20,0,-75.6845176560209,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
55,False,"{'a': 0.5, 'e': 1.0}",20,0,-84.47870042384443,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
56,False,"{'a': 0.5, 'e': 1.0}",20,0,-128.3853183513767,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
57,False,"{'a': 0.5, 'e': 1.0}",25,0,-178.89560754963568,"{0: 13, 1: 1, 2: 7, 3: 2, 4: 2}",0
58,False,"{'a': 0.5, 'e': 1.0}",20,0,-130.5622453463088,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
59,False,"{'a': 0.5, 'e': 1.0}",20,0,-67.51412185303327,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
60,False,"{'a': 0.5, 'e': 1.0}",25,0,-119.4181169520761,"{0: 11, 1: 6, 2: 6, 3: 2, 4: 0}",0
61,False,"{'a': 0.5, 'e': 1.0}",25,0,-116.73763197037148,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
62,False,"{'a': 0.5, 'e': 1.0}",25,0,-47.32603261851452,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
63,False,"{'a': 0.5, 'e': 1.0}",30,0,-205.48636786682,"{0: 16, 1: 3, 2: 7, 3: 1, 4: 3}",0
64,False,"{'a': 0.5, 'e': 1.0}",20,0,-60.67633097525315,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
65,False,"{'a': 0.5, 'e': 1.0}",25,0,-145.45449374915475,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
66,False,"{'a': 0.5, 'e': 1.0}",20,0,-85.33268058453035,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
67,False,"{'a': 0.5, 'e': 1.0}",20,6,-52.367281949036446,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
68,False,"{'a': 0.5, 'e': 1.0}",20,0,-111.24812502918327,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
69,False,"{'a': 0.5, 'e': 1.0}",25,8,-46.7243074089662,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 0}",1
70,False,"{'a': 0.5, 'e': 1.0}",25,0,-112.47295705852389,"{0: 12, 1: 5, 2: 5, 3: 3, 4: 0}",0
71,False,"{'a': 0.5, 'e': 1.0}",30,0,-130.49874394545407,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
72,False,"{'a': 0.5, 'e': 1.0}",20,0,-145.40741163117534,"{0: 5, 1: 8, 2: 5, 3: 1, 4: 1}",0
73,False,"{'a': 0.5, 'e': 1.0}",20,0,-81.4270836194089,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
74,False,"{'a': 0.5, 'e': 1.0}",20,0,-84.37013665071036,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
75,False,"{'a': 0.5, 'e': 1.0}",20,0,-174.6454015764577,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
76,False,"{'a': 0.5, 'e': 1.0}",20,0,-177.44634749026733,"{0: 9, 1: 3, 2: 3, 3: 3, 4: 2}",0
77,False,"{'a': 0.5, 'e': 1.0}",20,0,-56.40687267346688,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
78,False,"{'a': 0.5, 'e': 1.0}",25,0,-163.60963356404022,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
79,False,"{'a': 0.5, 'e': 1.0}",25,11,-0.733722930102406,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
80,False,"{'a': 0.5, 'e': 1.0}",25,0,-105.81289403881641,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
81,False,"{'a': 0.5, 'e': 1.0}",20,0,-143.23806358610875,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
82,False,"{'a': 0.5, 'e': 1.0}",30,0,-118.68642734561772,"{0: 18, 1: 5, 2: 4, 3: 2, 4: 1}",0
83,False,"{'a': 0.5, 'e': 1.0}",25,3,-111.13044809087823,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 2}",1
84,False,"{'a': 0.5, 'e': 1.0}",20,0,-126.23923879462127,"{0: 11, 1: 5, 2: 1, 3: 1, 4: 2}",0
85,False,"{'a': 0.5, 'e': 1.0}",20,7,-93.26328374042927,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 2}",1
86,False,"{'a': 0.5, 'e': 1.0}",25,0,-123.64936027862994,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
87,False,"{'a': 0.5, 'e': 1.0}",20,0,-113.84038607279706,"{0: 8, 1: 4, 2: 6, 3: 2, 4: 0}",0
88,False,"{'a': 0.5, 'e': 1.0}",30,0,-137.71008099586564,"{0: 16, 1: 5, 2: 7, 3: 1, 4: 1}",0
89,False,"{'a': 0.5, 'e': 1.0}",20,0,-107.19414373976431,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
90,False,"{'a': 0.5, 'e': 1.0}",25,0,-136.34706765847494,"{0: 13, 1: 7, 2: 3, 3: 0, 4: 2}",0
91,False,"{'a': 0.5, 'e': 1.0}",20,0,-31.043077224555123,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
92,False,"{'a': 0.5, 'e': 1.0}",20,0,-17.165423431184905,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
93,False,"{'a': 0.5, 'e': 1.0}",25,0,-213.27458799557974,"{0: 10, 1: 4, 2: 8, 3: 0, 4: 3}",0
94,False,"{'a': 0.5, 'e': 1.0}",20,0,-77.61351634768681,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
95,False,"{'a': 0.5, 'e': 1.0}",20,0,-166.42202481239175,"{0: 8, 1: 3, 2: 6, 3: 1, 4: 2}",0
96,False,"{'a': 0.5, 'e': 1.0}",25,0,-107.00495244629572,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
97,False,"{'a': 0.5, 'e': 1.0}",20,0,-97.35664896529008,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
98,False,"{'a': 0.5, 'e': 1.0}",30,0,-307.8800357653157,"{0: 15, 1: 1, 2: 6, 3: 3, 4: 5}",0
99,False,"{'a': 0.5, 'e': 1.0}",25,0,-151.71878494857634,"{0: 12, 1: 6, 2: 4, 3: 1, 4: 2}",0
100,False,"{'a': 0.5, 'e': 1.0}",25,0,-88.24953227768478,"{0: 14, 1: 2, 2: 9, 3: 0, 4: 0}",0
101,False,"{'a': 0.5, 'e': 1.0}",20,0,-91.27594121939006,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
102,False,"{'a': 0.5, 'e': 0.995}",25,0,-110.5554836170707,"{0: 12, 1: 7, 2: 4, 3: 2, 4: 0}",0
103,False,"{'a': 0.5, 'e': 0.990025}",25,0,-163.31090120943765,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
104,False,"{'a': 0.5, 'e': 0.985074875}",25,0,-211.57578436651954,"{0: 12, 1: 1, 2: 8, 3: 1, 4: 3}",0
105,False,"{'a': 0.5, 'e': 0.980149500625}",30,0,-122.42933954203026,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
106,False,"{'a': 0.5, 'e': 0.975248753121875}",25,0,-119.48094895522124,"{0: 13, 1: 1, 2: 9, 3: 2, 4: 0}",0
107,False,"{'a': 0.5, 'e': 0.9703725093562656}",25,0,-101.7673470154599,"{0: 18, 1: 1, 2: 2, 3: 3, 4: 1}",0
108,False,"{'a': 0.5, 'e': 0.9655206468094842}",20,0,-64.84785052874949,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
109,False,"{'a': 0.5, 'e': 0.9606930435754368}",20,0,-95.08555060784089,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.9558895783575596}",30,0,-157.49497537794446,"{0: 15, 1: 7, 2: 6, 3: 0, 4: 2}",0
111,False,"{'a': 0.5, 'e': 0.9511101304657719}",20,0,-66.0778362441128,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.946354579813443}",20,0,-90.05148470487369,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
113,False,"{'a': 0.5, 'e': 0.9416228069143757}",35,1,-107.14687752872145,"{0: 21, 1: 5, 2: 7, 3: 0, 4: 1}",1
114,False,"{'a': 0.5, 'e': 0.9369146928798039}",35,0,-196.44149996356668,"{0: 17, 1: 7, 2: 8, 3: 1, 4: 2}",0
115,False,"{'a': 0.5, 'e': 0.9322301194154049}",25,0,-106.89565226000592,"{0: 13, 1: 3, 2: 7, 3: 2, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.9275689688183278}",25,17,-13.971814420289164,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.9229311239742362}",20,0,-16.45243481244091,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.918316468354365}",25,0,-54.43761985412319,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.9137248860125932}",20,0,-43.121528921109224,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
120,False,"{'a': 0.5, 'e': 0.9091562615825302}",25,0,-75.1989122751431,"{0: 13, 1: 6, 2: 6, 3: 0, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.9046104802746175}",25,0,-78.12336337059652,"{0: 15, 1: 1, 2: 9, 3: 0, 4: 0}",0
122,False,"{'a': 0.5, 'e': 0.9000874278732445}",25,0,-153.38714959359265,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
123,False,"{'a': 0.5, 'e': 0.8955869907338783}",20,0,-94.97064771454626,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
124,False,"{'a': 0.5, 'e': 0.8911090557802088}",20,0,-119.90916503006646,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
125,False,"{'a': 0.5, 'e': 0.8866535105013078}",25,0,-215.19484661063103,"{0: 15, 1: 1, 2: 3, 3: 2, 4: 4}",0
126,False,"{'a': 0.5, 'e': 0.8822202429488012}",20,0,-155.59421738911468,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
127,False,"{'a': 0.5, 'e': 0.8778091417340572}",20,1,-40.09071637012337,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
128,False,"{'a': 0.5, 'e': 0.873420096025387}",20,0,-112.73402751967556,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
129,False,"{'a': 0.5, 'e': 0.86905299554526}",30,0,-173.05290132630654,"{0: 18, 1: 1, 2: 7, 3: 2, 4: 2}",0
130,False,"{'a': 0.5, 'e': 0.8647077305675337}",25,0,-125.26341452842584,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",1
131,False,"{'a': 0.5, 'e': 0.8603841919146961}",30,0,-120.73200956216647,"{0: 18, 1: 3, 2: 6, 3: 3, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.8560822709551226}",25,0,-71.38542750706175,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
133,False,"{'a': 0.5, 'e': 0.8518018596003469}",20,0,-159.08786327054563,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
134,False,"{'a': 0.5, 'e': 0.8475428503023452}",30,0,-21.45805516119042,"{0: 23, 1: 4, 2: 3, 3: 0, 4: 0}",0
135,False,"{'a': 0.5, 'e': 0.8433051360508335}",20,0,-80.35073243906824,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
136,False,"{'a': 0.5, 'e': 0.8390886103705792}",20,0,-125.99000920433366,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
137,False,"{'a': 0.5, 'e': 0.8348931673187264}",30,0,-161.14805877950153,"{0: 18, 1: 5, 2: 4, 3: 0, 4: 3}",1
138,False,"{'a': 0.5, 'e': 0.8307187014821328}",20,0,-81.91454915517146,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.826565107974722}",20,0,-151.1089998600036,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 3}",0
140,False,"{'a': 0.5, 'e': 0.8224322824348484}",20,0,-23.592876104508516,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.8183201210226743}",25,15,-70.3321984296134,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 1}",1
142,False,"{'a': 0.5, 'e': 0.8142285204175609}",20,0,-103.06248771330253,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.810157377815473}",20,0,-74.30901666663476,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
144,False,"{'a': 0.5, 'e': 0.8061065909263957}",20,3,-25.458625326190372,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.8020760579717637}",20,0,-67.49209773957783,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
146,False,"{'a': 0.5, 'e': 0.7980656776819048}",20,0,-50.98573943317574,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.7940753492934953}",20,0,-87.77555292218825,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
148,False,"{'a': 0.5, 'e': 0.7901049725470278}",25,0,-132.2758278036347,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
149,False,"{'a': 0.5, 'e': 0.7861544476842928}",25,0,-93.23744950924589,"{0: 16, 1: 4, 2: 1, 3: 4, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.7822236754458712}",20,0,-36.51077646636257,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
151,False,"{'a': 0.5, 'e': 0.7783125570686419}",25,0,-163.07710946276356,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
152,False,"{'a': 0.5, 'e': 0.7744209942832987}",20,10,4.677916458283216,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.7705488893118821}",30,0,-66.7876172233839,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
154,False,"{'a': 0.5, 'e': 0.7666961448653228}",20,10,-13.312329018272722,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.7628626641409961}",25,0,-156.6944241196721,"{0: 12, 1: 5, 2: 5, 3: 1, 4: 2}",0
156,False,"{'a': 0.5, 'e': 0.7590483508202912}",30,0,-227.47976148785654,"{0: 17, 1: 2, 2: 6, 3: 1, 4: 4}",0
157,False,"{'a': 0.5, 'e': 0.7552531090661897}",30,0,-147.0112144519394,"{0: 19, 1: 4, 2: 3, 3: 2, 4: 2}",0
158,False,"{'a': 0.5, 'e': 0.7514768435208588}",25,0,-129.9127305234898,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
159,False,"{'a': 0.5, 'e': 0.7477194593032545}",20,0,-134.14105692443624,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
160,False,"{'a': 0.5, 'e': 0.7439808620067382}",20,0,-65.77807062524296,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
161,False,"{'a': 0.5, 'e': 0.7402609576967045}",20,3,-63.790236708078424,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 1}",1
162,False,"{'a': 0.5, 'e': 0.736559652908221}",25,8,-36.190660838884185,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.7328768546436799}",25,9,-49.32182811381471,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
164,False,"{'a': 0.5, 'e': 0.7292124703704614}",30,0,-9.846675507873048,"{0: 23, 1: 5, 2: 2, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.7255664080186092}",20,0,-180.47720199172232,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 4}",0
166,False,"{'a': 0.5, 'e': 0.7219385759785161}",25,0,-115.22581104699431,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
167,False,"{'a': 0.5, 'e': 0.7183288830986235}",30,0,-153.25704450353615,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
168,False,"{'a': 0.5, 'e': 0.7147372386831304}",25,0,-100.04177300339848,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
169,False,"{'a': 0.5, 'e': 0.7111635524897147}",25,0,-41.87182543533306,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
170,False,"{'a': 0.5, 'e': 0.7076077347272661}",25,0,-106.20750282194528,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
171,False,"{'a': 0.5, 'e': 0.7040696960536298}",20,0,-80.92328185360728,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
172,False,"{'a': 0.5, 'e': 0.7005493475733616}",30,0,-38.50499615811846,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
173,False,"{'a': 0.5, 'e': 0.6970466008354949}",25,0,-103.44879682627078,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
174,False,"{'a': 0.5, 'e': 0.6935613678313174}",20,0,-134.61452756847348,"{0: 11, 1: 1, 2: 4, 3: 3, 4: 1}",0
175,False,"{'a': 0.5, 'e': 0.6900935609921608}",20,5,-15.038070792020225,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.6866430931872}",20,0,-74.44475810374342,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
177,False,"{'a': 0.5, 'e': 0.683209877721264}",30,0,-84.06292297817936,"{0: 24, 1: 2, 2: 1, 3: 1, 4: 2}",0
178,False,"{'a': 0.5, 'e': 0.6797938283326577}",25,0,-55.6366518703321,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
179,False,"{'a': 0.5, 'e': 0.6763948591909944}",20,0,-72.21575273609447,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
180,False,"{'a': 0.5, 'e': 0.6730128848950394}",20,0,-177.27926175477214,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 3}",0
181,False,"{'a': 0.5, 'e': 0.6696478204705641}",20,0,-145.53125997560585,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
182,False,"{'a': 0.5, 'e': 0.6662995813682113}",25,0,-109.16565271597923,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
183,False,"{'a': 0.5, 'e': 0.6629680834613703}",20,0,-47.010809574813045,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
184,False,"{'a': 0.5, 'e': 0.6596532430440635}",30,0,-118.62642028875287,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
185,False,"{'a': 0.5, 'e': 0.6563549768288431}",20,0,-57.853273791298776,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
186,False,"{'a': 0.5, 'e': 0.6530732019446989}",20,4,-78.56188151928042,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 2}",1
187,False,"{'a': 0.5, 'e': 0.6498078359349754}",20,0,-56.63197630476585,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
188,False,"{'a': 0.5, 'e': 0.6465587967553006}",30,0,-124.43248892647861,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
189,False,"{'a': 0.5, 'e': 0.6433260027715241}",20,12,-10.87313225327171,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.6401093727576664}",25,0,-46.06533187548777,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",1
